,Method_name,Sum_of_avg_across_patients
1,Af,40.72
2,AS,40.92
3,BCohF,44.8
4,BCohW,0
5,BCorrD,41.52
6,BCorrU,45.2
7,BH2D,40.6
8,BH2U,41.92
9,BMITD1,40.88
10,BMITD2,40.84
11,BMITU,34.16
12,BTED,40.92
13,BTEU,41.72
14,COH1,44.8
15,COH2,43.28
16,DC1,41.04
17,dDTF,41.76
18,DTF,40.68
19,ffDTF,40.56
20,Genie,41.44
21,GGC,40.24
22,GPDC,41.12
23,hmvar,40.6
24,MVAR,40.64
25,oPDCF,40.32
26,pCOH1,45.44
27,pCOH2,45.44
28,PCohF,46.4
29,PCohW,0
30,PCorrD,41.72
31,PCorrU,37.92
32,PDC,40.4
33,PH2D,40.76
34,PH2U,37.44
35,PMITD1,41.2
36,PMITD2,41.4
37,PMITU,37.28
38,PTED,41.04
39,PTEU,41.64
40,Smvar,40.24
41,Tigress,45.64
