,Method_name,Sum_of_avg_across_patients
1,Af,35.31
2,AS,35.985
3,BCohF,45.22
4,BCohW,0
5,BCorrD,41.01
6,BCorrU,45.4466666666667
7,BH2D,35.9875
8,BH2U,42.34
9,BMITD1,37.22
10,BMITD2,37.2975
11,BMITU,34.6933333333333
12,BTED,36.75
13,BTEU,39.27
14,COH1,45.2533333333333
15,COH2,44.0066666666667
16,DC1,36.7075
17,dDTF,40.4475
18,DTF,35.6575
19,ffDTF,35.5375
20,Genie,40.87
21,GGC,33.4825
22,GPDC,36.4475
23,hmvar,35.1575
24,MVAR,35.92
25,oPDCF,35.095
26,pCOH1,46.04
27,pCOH2,46.04
28,PCohF,46.7933333333333
29,PCohW,0
30,PCorrD,41.995
31,PCorrU,37.6866666666667
32,PDC,35.165
33,PH2D,37.1
34,PH2U,36.7133333333333
35,PMITD1,38.2775
36,PMITD2,38.42
37,PMITU,37.2666666666667
38,PTED,37.2525
39,PTEU,39.4975
40,Smvar,40.6866666666667
41,Tigress,45.795
