,Method_name,Sum_of_avg_across_patients
1,Af,28.83
2,AS,29.495
3,BCohF,47.2533333333333
4,BCohW,0
5,BCorrD,39.935
6,BCorrU,44.5466666666667
7,BH2D,35.82
8,BH2U,43.1466666666667
9,BMITD1,36.695
10,BMITD2,36.645
11,BMITU,41.9466666666667
12,BTED,28.4
13,BTEU,36.08
14,COH1,45.7533333333333
15,COH2,45.2933333333333
16,DC1,32.545
17,dDTF,40.16
18,DTF,29.62
19,ffDTF,30.53
20,Genie,41.275
21,GGC,19.985
22,GPDC,32.27
23,hmvar,28.72
24,MVAR,29.725
25,oPDCF,30.195
26,pCOH1,47.38
27,pCOH2,47.3866666666667
28,PCohF,48.2133333333333
29,PCohW,0
30,PCorrD,33.71
31,PCorrU,33.8666666666667
32,PDC,29.985
33,PH2D,33.19
34,PH2U,30.48
35,PMITD1,39.9
36,PMITD2,39.8
37,PMITU,47.4266666666667
38,PTED,32.76
39,PTEU,35.33
40,Smvar,35.52
41,Tigress,48.805
