,Method_name,Median_across_patients
1,Af,0.6925
2,AS,0.6875
3,BCohF,0.893333333333333
4,BCohW,0
5,BCorrD,0.8075
6,BCorrU,0.893333333333333
7,BH2D,0.66
8,BH2U,0.84
9,BMITD1,0.675
10,BMITD2,0.685
11,BMITU,0.72
12,BTED,0.625
13,BTEU,0.6175
14,COH1,0.826666666666667
15,COH2,0.72
16,DC1,0.6125
17,dDTF,0.705
18,DTF,0.645
19,ffDTF,0.655
20,Genie,0.855
21,GGC,0.6675
22,GPDC,0.625
23,hmvar,0.69
24,MVAR,0.69
25,oPDCF,0.67
26,pCOH1,0.826666666666666
27,pCOH2,0.826666666666666
28,PCohF,0.946666666666667
29,PCohW,0
30,PCorrD,0.83
31,PCorrU,0.72
32,PDC,0.6775
33,PH2D,0.6325
34,PH2U,0.76
35,PMITD1,0.7175
36,PMITD2,0.72
37,PMITU,0.786666666666667
38,PTED,0.6375
39,PTEU,0.615
40,Smvar,0.706666666666667
41,Tigress,0.96
