,Method_name,Sum_of_avg_across_patients
1,Af,35.265
2,AS,34.09
3,BCohF,45.12
4,BCohW,0
5,BCorrD,39.975
6,BCorrU,44.4666666666667
7,BH2D,32.985
8,BH2U,41.3066666666667
9,BMITD1,33.595
10,BMITD2,33.805
11,BMITU,36
12,BTED,31.45
13,BTEU,30.87
14,COH1,41.5066666666667
15,COH2,36.72
16,DC1,30.505
17,dDTF,36.24
18,DTF,33.43
19,ffDTF,33.275
20,Genie,42.595
21,GGC,33.48
22,GPDC,31.395
23,hmvar,34.805
24,MVAR,34.25
25,oPDCF,33.99
26,pCOH1,41.0266666666667
27,pCOH2,41.0266666666667
28,PCohF,46.9066666666667
29,PCohW,0
30,PCorrD,41.265
31,PCorrU,36.5066666666667
32,PDC,33.965
33,PH2D,31.745
34,PH2U,38.78
35,PMITD1,35.485
36,PMITD2,35.46
37,PMITU,38.22
38,PTED,31.64
39,PTEU,30.52
40,Smvar,36.32
41,Tigress,47.16
