,Method_name,Sum_of_avg_across_patients
1,Af,38.1725
2,AS,37.385
3,BCohF,44.64
4,BCohW,0
5,BCorrD,40.9075
6,BCorrU,43.8733333333333
7,BH2D,37.0325
8,BH2U,41.5333333333333
9,BMITD1,37.3975
10,BMITD2,37.4825
11,BMITU,36.64
12,BTED,36.245
13,BTEU,35.975
14,COH1,41.2733333333333
15,COH2,37.04
16,DC1,35.4725
17,dDTF,38.8
18,DTF,36.975
19,ffDTF,36.9175
20,Genie,42.7575
21,GGC,36.92
22,GPDC,35.9575
23,hmvar,37.8025
24,MVAR,37.485
25,oPDCF,37.755
26,pCOH1,40.9533333333333
27,pCOH2,40.9533333333333
28,PCohF,46.4933333333333
29,PCohW,0
30,PCorrD,41.8325
31,PCorrU,37.3333333333333
32,PDC,37.5025
33,PH2D,36.2525
34,PH2U,38.95
35,PMITD1,38.4825
36,PMITD2,38.43
37,PMITU,38.79
38,PTED,36.34
39,PTEU,35.66
40,Smvar,37.04
41,Tigress,46.88
