,Method_name,Median_across_patients
1,Af,0.75375
2,AS,0.745
3,BCohF,0.886666666666667
4,BCohW,0
5,BCorrD,0.8225
6,BCorrU,0.866666666666666
7,BH2D,0.73375
8,BH2U,0.84
9,BMITD1,0.7525
10,BMITD2,0.7475
11,BMITU,0.733333333333334
12,BTED,0.72375
13,BTEU,0.72125
14,COH1,0.833333333333333
15,COH2,0.733333333333334
16,DC1,0.7075
17,dDTF,0.76375
18,DTF,0.73375
19,ffDTF,0.73
20,Genie,0.85375
21,GGC,0.735
22,GPDC,0.7125
23,hmvar,0.75
24,MVAR,0.74625
25,oPDCF,0.75
26,pCOH1,0.833333333333333
27,pCOH2,0.833333333333333
28,PCohF,0.933333333333334
29,PCohW,0
30,PCorrD,0.845
31,PCorrU,0.74
32,PDC,0.74875
33,PH2D,0.72875
34,PH2U,0.763333333333333
35,PMITD1,0.775
36,PMITD2,0.77375
37,PMITU,0.773333333333333
38,PTED,0.72625
39,PTEU,0.71125
40,Smvar,0.733333333333334
41,Tigress,0.94125
