,Method_name,Sum_of_avg_across_patients
1,Af,37.1925
2,AS,36.9285
3,BCohF,42.8
4,BCohW,0
5,BCorrD,40.806
6,BCorrU,42.244
7,BH2D,38.9675
8,BH2U,41.208
9,BMITD1,40.116
10,BMITD2,40.1095
11,BMITU,39.292
12,BTED,38.1005
13,BTEU,39.018
14,COH1,42.99
15,COH2,41.002
16,DC1,38.289
17,dDTF,40.2235
18,DTF,37.5445
19,ffDTF,37.479
20,Genie,40.2715
21,GGC,35.7825
22,GPDC,37.981
23,hmvar,37.1495
24,MVAR,36.993
25,oPDCF,37.1675
26,pCOH1,45.348
27,pCOH2,45.348
28,PCohF,47.856
29,PCohW,0
30,PCorrD,41.401
31,PCorrU,45.444
32,PDC,37.1645
33,PH2D,38.504
34,PH2U,40.866
35,PMITD1,40.7395
36,PMITD2,40.74
37,PMITU,42.246
38,PTED,38.3925
39,PTEU,38.5735
40,Smvar,36.478
41,Tigress,44.7685
