,Method_name,Sum_of_avg_across_patients
1,Af,35.1075
2,AS,34.5875
3,BCohF,43.12
4,BCohW,0
5,BCorrD,40.17
6,BCorrU,42.46
7,BH2D,37.6925
8,BH2U,41.3733333333333
9,BMITD1,39.18
10,BMITD2,39.2225
11,BMITU,39.46
12,BTED,36.2475
13,BTEU,37.35
14,COH1,43.3833333333333
15,COH2,41.4033333333333
16,DC1,36.615
17,dDTF,39.2525
18,DTF,35.5075
19,ffDTF,35.425
20,Genie,39.6525
21,GGC,32.9175
22,GPDC,35.995
23,hmvar,34.9825
24,MVAR,34.695
25,oPDCF,35.0125
26,pCOH1,45.5
27,pCOH2,45.5
28,PCohF,47.9733333333333
29,PCohW,0
30,PCorrD,41.215
31,PCorrU,45.5533333333333
32,PDC,34.9275
33,PH2D,37.08
34,PH2U,40.8033333333333
35,PMITD1,40.1925
36,PMITD2,40.22
37,PMITU,42.41
38,PTED,36.7075
39,PTEU,36.9025
40,Smvar,36.1566666666667
41,Tigress,44.7475
