,Method_name,Median_across_patients
1,Af,0.6
2,AS,0.5675
3,BCohF,0.88
4,BCohW,0
5,BCorrD,0.775
6,BCorrU,0.866666666666667
7,BH2D,0.7
8,BH2U,0.84
9,BMITD1,0.74
10,BMITD2,0.75
11,BMITU,0.773333333333333
12,BTED,0.63
13,BTEU,0.67
14,COH1,0.88
15,COH2,0.853333333333333
16,DC1,0.655
17,dDTF,0.7425
18,DTF,0.6075
19,ffDTF,0.6025
20,Genie,0.77
21,GGC,0.5125
22,GPDC,0.635
23,hmvar,0.585
24,MVAR,0.5675
25,oPDCF,0.5975
26,pCOH1,0.92
27,pCOH2,0.92
28,PCohF,1
29,PCohW,0
30,PCorrD,0.84
31,PCorrU,0.946666666666667
32,PDC,0.5925
33,PH2D,0.665
34,PH2U,0.833333333333333
35,PMITD1,0.7925
36,PMITD2,0.7925
37,PMITU,0.87
38,PTED,0.635
39,PTEU,0.6475
40,Smvar,0.706666666666667
41,Tigress,0.915
