,Method_name,Sum_of_avg_across_patients
1,Af,29.595
2,AS,30.58
3,BCohF,43.92
4,BCohW,0
5,BCorrD,39.405
6,BCorrU,43.6
7,BH2D,32.87
8,BH2U,39.1066666666667
9,BMITD1,31.5
10,BMITD2,31.35
11,BMITU,33.32
12,BTED,32.145
13,BTEU,32.975
14,COH1,41.06
15,COH2,37.56
16,DC1,30.31
17,dDTF,34.12
18,DTF,29.645
19,ffDTF,30.03
20,Genie,38.85
21,GGC,27.355
22,GPDC,30.26
23,hmvar,29.14
24,MVAR,30.27
25,oPDCF,29.145
26,pCOH1,40.0266666666667
27,pCOH2,40.0266666666667
28,PCohF,44.9866666666667
29,PCohW,0
30,PCorrD,40.825
31,PCorrU,37.3866666666667
32,PDC,29.185
33,PH2D,33.01
34,PH2U,36.4133333333333
35,PMITD1,32.3
36,PMITD2,31.99
37,PMITU,33.5666666666667
38,PTED,32.34
39,PTEU,33.045
40,Smvar,38.9266666666667
41,Tigress,45.26
