,Method_name,Median_across_patients
1,Af,0.6075
2,AS,0.6
3,BCohF,0.893333333333333
4,BCohW,0
5,BCorrD,0.8025
6,BCorrU,0.873333333333334
7,BH2D,0.6525
8,BH2U,0.766666666666666
9,BMITD1,0.63
10,BMITD2,0.63
11,BMITU,0.666666666666667
12,BTED,0.6225
13,BTEU,0.655
14,COH1,0.82
15,COH2,0.733333333333333
16,DC1,0.61
17,dDTF,0.6975
18,DTF,0.605
19,ffDTF,0.61
20,Genie,0.785
21,GGC,0.5425
22,GPDC,0.6
23,hmvar,0.59
24,MVAR,0.595
25,oPDCF,0.56
26,pCOH1,0.793333333333333
27,pCOH2,0.793333333333333
28,PCohF,0.92
29,PCohW,0
30,PCorrD,0.8375
31,PCorrU,0.733333333333333
32,PDC,0.5875
33,PH2D,0.6625
34,PH2U,0.733333333333333
35,PMITD1,0.6525
36,PMITD2,0.6575
37,PMITU,0.673333333333334
38,PTED,0.6375
39,PTEU,0.655
40,Smvar,0.786666666666667
41,Tigress,0.93
