,Method_name,Sum_of_avg_across_patients
1,Af,44.59
2,AS,44.59
3,BCohF,48.6
4,BCohW,0
5,BCorrD,45.21
6,BCorrU,48.08
7,BH2D,44.55
8,BH2U,40.22
9,BMITD1,44.63
10,BMITD2,44.67
11,BMITU,39.3
12,BTED,44.71
13,BTEU,44.79
14,COH1,43.88
15,COH2,43.32
16,DC1,44.56
17,dDTF,44.88
18,DTF,44.54
19,ffDTF,44.56
20,Genie,45.14
21,GGC,44.53
22,GPDC,44.62
23,hmvar,44.54
24,MVAR,44.59
25,oPDCF,44.57
26,pCOH1,43
27,pCOH2,43
28,PCohF,49.16
29,PCohW,0
30,PCorrD,45.36
31,PCorrU,39.36
32,PDC,44.57
33,PH2D,44.63
34,PH2U,39.36
35,PMITD1,44.65
36,PMITD2,44.62
37,PMITU,39.53
38,PTED,44.7
39,PTEU,44.71
40,Smvar,39.88
41,Tigress,48.53
