,Method_name,Sum_of_avg_across_patients
1,BCohF,45.72
2,BCorrU,44.992
3,BF_BCmean,41.7765
4,BF_BCmedian,40.4375
5,BF_PF_BCmean,41.8445
6,BF_PF_BCmedian,40.5635
7,BF_PFmean,41.815
8,BF_PFmedian,40.5515
9,PCohF,46.564
10,PF_BCmean,41.8215
11,PF_BCmedian,40.319
12,T_BCmean,47.9435
13,T_BCmedian,47.8665
14,T_BF_BCmean,47.929
15,T_BF_BCmedian,46.7235
16,T_BF_PF_BCmean,47.7865
17,T_BF_PF_BCmedian,45.2585
18,T_BF_PFmean,47.978
19,T_BF_PFmedian,41.5665
20,T_BFmean,47.9515
21,T_BFmedian,48.0045
22,T_PF_BCmean,47.9055
23,T_PF_BCmedian,46.8705
24,T_PFmean,47.9235
25,T_PFmedian,47.891
26,Tigress,47.8785
