,Method_name,Median_across_patients
1,BCohF,0.933333333333333
2,BCorrU,0.92
3,BF_BCmean,0.8275
4,BF_BCmedian,0.74
5,BF_PF_BCmean,0.84
6,BF_PF_BCmedian,0.745
7,BF_PFmean,0.84
8,BF_PFmedian,0.7575
9,PCohF,0.946666666666667
10,PF_BCmean,0.835
11,PF_BCmedian,0.74
12,T_BCmean,0.98
13,T_BCmedian,0.98
14,T_BF_BCmean,0.98
15,T_BF_BCmedian,0.9525
16,T_BF_PF_BCmean,0.98
17,T_BF_PF_BCmedian,0.92
18,T_BF_PFmean,0.98
19,T_BF_PFmedian,0.8
20,T_BFmean,0.98
21,T_BFmedian,0.98
22,T_PF_BCmean,0.9775
23,T_PF_BCmedian,0.96
24,T_PFmean,0.98
25,T_PFmedian,0.98
26,Tigress,0.97
