,Method_name,Sum_of_avg_across_patients
1,BCohF,45.44
2,BCorrU,44.72
3,BF_BCmean,42
4,BF_BCmedian,41.84
5,BF_PF_BCmean,41.96
6,BF_PF_BCmedian,41.84
7,BF_PFmean,41.92
8,BF_PFmedian,41.72
9,PCohF,46.4
10,PF_BCmean,42
11,PF_BCmedian,41.72
12,T_BCmean,47.72
13,T_BCmedian,47.64
14,T_BF_BCmean,47.68
15,T_BF_BCmedian,46.44
16,T_BF_PF_BCmean,47.56
17,T_BF_PF_BCmedian,45.08
18,T_BF_PFmean,47.72
19,T_BF_PFmedian,42.36
20,T_BFmean,47.68
21,T_BFmedian,47.76
22,T_PF_BCmean,47.64
23,T_PF_BCmedian,46.56
24,T_PFmean,47.64
25,T_PFmedian,47.6
26,Tigress,47.64
