,Method_name,Sum_of_avg_across_patients
1,BCohF,45.9066666666667
2,BCorrU,45.1733333333333
3,BF_BCmean,41.6275
4,BF_BCmedian,39.5025
5,BF_PF_BCmean,41.7675
6,BF_PF_BCmedian,39.7125
7,BF_PFmean,41.745
8,BF_PFmedian,39.7725
9,PCohF,46.6733333333333
10,PF_BCmean,41.7025
11,PF_BCmedian,39.385
12,T_BCmean,48.0925
13,T_BCmedian,48.0175
14,T_BF_BCmean,48.095
15,T_BF_BCmedian,46.9125
16,T_BF_PF_BCmean,47.9375
17,T_BF_PF_BCmedian,45.3775
18,T_BF_PFmean,48.15
19,T_BF_PFmedian,41.0375
20,T_BFmean,48.1325
21,T_BFmedian,48.1675
22,T_PF_BCmean,48.0825
23,T_PF_BCmedian,47.0775
24,T_PFmean,48.1125
25,T_PFmedian,48.085
26,Tigress,48.0375
