,Method_name,Sum_of_avg_across_patients
1,Af,36.1975
2,AS,36.8375
3,BCohF,49.7133333333333
4,BCohW,0
5,BCorrD,42.7775
6,BCorrU,49.4
7,BH2D,36.7225
8,BH2U,41.9466666666667
9,BMITD1,36.535
10,BMITD2,36.76
11,BMITU,34.9333333333333
12,BTED,37.0525
13,BTEU,39.6975
14,COH1,49.46
15,COH2,47.3933333333333
16,DC1,36.565
17,dDTF,41.38
18,DTF,36.39
19,ffDTF,36.175
20,Genie,42.1675
21,GGC,34.6375
22,GPDC,36.4425
23,hmvar,36.15
24,MVAR,36.475
25,oPDCF,35.975
26,pCOH1,49.0133333333333
27,pCOH2,49.0133333333333
28,PCohF,50
29,PCohW,0
30,PCorrD,42.805
31,PCorrU,38.52
32,PDC,36.1025
33,PH2D,36.53
34,PH2U,36
35,PMITD1,37.63
36,PMITD2,37.555
37,PMITU,35.6066666666667
38,PTED,37.6825
39,PTEU,39.8575
40,Smvar,42.9266666666667
41,Tigress,48.62
