,Method_name,Sum_of_avg_across_patients
1,Af,31.675
2,AS,32.515
3,BCohF,49.8266666666667
4,BCohW,0
5,BCorrD,43.435
6,BCorrU,49.68
7,BH2D,32.645
8,BH2U,42.2933333333333
9,BMITD1,32.75
10,BMITD2,32.96
11,BMITU,35.1466666666667
12,BTED,33.105
13,BTEU,37.675
14,COH1,49.64
15,COH2,48.2266666666667
16,DC1,32.25
17,dDTF,40.44
18,DTF,31.98
19,ffDTF,31.55
20,Genie,42.775
21,GGC,28.915
22,GPDC,31.965
23,hmvar,31.46
24,MVAR,32.07
25,oPDCF,31.43
26,pCOH1,49.4666666666667
27,pCOH2,49.4666666666667
28,PCohF,50
29,PCohW,0
30,PCorrD,43.61
31,PCorrU,38.16
32,PDC,31.485
33,PH2D,32.54
34,PH2U,35.28
35,PMITD1,34.38
36,PMITD2,34.03
37,PMITU,35.1733333333333
38,PTED,34.245
39,PTEU,38.075
40,Smvar,43.6133333333333
41,Tigress,48.96
