,Method_name,Sum_of_avg_across_patients
1,Af,35.5775
2,AS,36.0875
3,BCohF,41.4933333333333
4,BCohW,0
5,BCorrD,39.4575
6,BCorrU,40.06
7,BH2D,37.0075
8,BH2U,37.0866666666667
9,BMITD1,36.0175
10,BMITD2,36.07
11,BMITU,34.1333333333333
12,BTED,35.9875
13,BTEU,36.5125
14,COH1,37.3
15,COH2,36.2333333333333
16,DC1,35.585
17,dDTF,36.505
18,DTF,35.5525
19,ffDTF,35.6225
20,Genie,39.9525
21,GGC,35.005
22,GPDC,35.85
23,hmvar,35.5
24,MVAR,36.14
25,oPDCF,35.7025
26,pCOH1,37.4733333333333
27,pCOH2,37.4733333333333
28,PCohF,42.0933333333333
29,PCohW,0
30,PCorrD,39.7075
31,PCorrU,35.95
32,PDC,35.72
33,PH2D,36.3625
34,PH2U,37.05
35,PMITD1,36.2525
36,PMITD2,36.1125
37,PMITU,34.0666666666667
38,PTED,35.925
39,PTEU,36.5025
40,Smvar,36.23
41,Tigress,44.8125
