,Method_name,Sum_of_avg_across_patients
1,Af,30.635
2,AS,31.335
3,BCohF,41.7866666666667
4,BCohW,0
5,BCorrD,37.155
6,BCorrU,39.8
7,BH2D,32.935
8,BH2U,36.4133333333333
9,BMITD1,31.275
10,BMITD2,31.46
11,BMITU,32.9866666666667
12,BTED,31.135
13,BTEU,31.865
14,COH1,36.68
15,COH2,35.1866666666667
16,DC1,30.33
17,dDTF,32.09
18,DTF,30.345
19,ffDTF,30.525
20,Genie,38.265
21,GGC,29.37
22,GPDC,31.14
23,hmvar,30.28
24,MVAR,31.52
25,oPDCF,30.725
26,pCOH1,36.7866666666667
27,pCOH2,36.7866666666667
28,PCohF,42.2666666666667
29,PCohW,0
30,PCorrD,37.895
31,PCorrU,35.18
32,PDC,30.84
33,PH2D,31.805
34,PH2U,36.66
35,PMITD1,31.745
36,PMITD2,31.625
37,PMITU,32.5333333333333
38,PTED,31.05
39,PTEU,32.005
40,Smvar,35.34
41,Tigress,44.665
