,Method_name,Sum_of_avg_across_patients
1,Af,37.5545
2,AS,37.9885
3,BCohF,41.376
4,BCohW,0
5,BCorrD,40.3785
6,BCorrU,40.164
7,BH2D,38.6365
8,BH2U,37.356
9,BMITD1,37.9145
10,BMITD2,37.914
11,BMITU,34.592
12,BTED,37.9285
13,BTEU,38.3715
14,COH1,37.548
15,COH2,36.652
16,DC1,37.687
17,dDTF,38.271
18,DTF,37.6355
19,ffDTF,37.6615
20,Genie,40.6275
21,GGC,37.259
22,GPDC,37.734
23,hmvar,37.588
24,MVAR,37.988
25,oPDCF,37.6935
26,pCOH1,37.748
27,pCOH2,37.748
28,PCohF,42.024
29,PCohW,0
30,PCorrD,40.4325
31,PCorrU,36.258
32,PDC,37.672
33,PH2D,38.1855
34,PH2U,37.206
35,PMITD1,38.0555
36,PMITD2,37.9075
37,PMITU,34.68
38,PTED,37.875
39,PTEU,38.3015
40,Smvar,36.586
41,Tigress,44.8715
