,Method_name,Sum_of_avg_across_patients
1,BCohF,48.6
2,BCorrU,48.08
3,BF_BCmean,45
4,BF_BCmedian,44.93
5,BF_PF_BCmean,44.99
6,BF_PF_BCmedian,44.92
7,BF_PFmean,44.96
8,BF_PFmedian,44.91
9,PCohF,49.16
10,PF_BCmean,44.98
11,PF_BCmedian,44.89
12,T_BCmean,48.73
13,T_BCmedian,48.64
14,T_BF_BCmean,48.77
15,T_BF_BCmedian,47.85
16,T_BF_PF_BCmean,48.81
17,T_BF_PF_BCmedian,46.93
18,T_BF_PFmean,48.76
19,T_BF_PFmedian,45.28
20,T_BFmean,48.71
21,T_BFmedian,48.54
22,T_PF_BCmean,48.76
23,T_PF_BCmedian,48.13
24,T_PFmean,48.69
25,T_PFmedian,48.51
26,Tigress,48.53
