,Method_name,Median_across_patients
1,BCohF,0.983589743589743
2,BCorrU,0.971550116550116
3,BF_BCmean,0.9170582226762
4,BF_BCmedian,0.82461695607763
5,BF_PF_BCmean,0.91744126659857
6,BF_PF_BCmedian,0.818158835546476
7,BF_PFmean,0.916802860061287
8,BF_PFmedian,0.818232890704801
9,PCohF,0.988834498834499
10,PF_BCmean,0.916802860061287
11,PF_BCmedian,0.820638406537283
12,T_BCmean,0.980658835546476
13,T_BCmedian,0.979892747701737
14,T_BF_BCmean,0.982137385086823
15,T_BF_BCmedian,0.969019407558734
16,T_BF_PF_BCmean,0.983871297242084
17,T_BF_PF_BCmedian,0.946304902962206
18,T_BF_PFmean,0.98149897854954
19,T_BF_PFmedian,0.863633810010214
20,T_BFmean,0.980275791624106
21,T_BFmedian,0.978871297242084
22,T_PF_BCmean,0.981424923391216
23,T_PF_BCmedian,0.972466802860061
24,T_PFmean,0.979892747701737
25,T_PFmedian,0.978998978549541
26,Tigress,0.977849846782431
