,Method_name,Sum_of_avg_across_patients
1,Af,37.1320990583348
2,AS,37.041148722602
3,BCohF,47.2908892773925
4,BCohW,0
5,BCorrD,46.7302662714496
6,BCorrU,45.9914856181665
7,BH2D,37.7780286303847
8,BH2U,39.6574943098623
9,BMITD1,37.5843957924169
10,BMITD2,37.5482817467519
11,BMITU,36.8330861420949
12,BTED,37.9994157602887
13,BTEU,38.4556881118975
14,COH1,37.2868374801803
15,COH2,37.206636881799
16,DC1,37.4572961627649
17,dDTF,37.3702157387803
18,DTF,37.56045928256
19,ffDTF,37.4779426357214
20,Genie,47.5386593793479
21,GGC,36.2242407584404
22,GPDC,37.1358546676614
23,hmvar,37.3310669516531
24,MVAR,37.1093959214674
25,oPDCF,37.0950777045148
26,pCOH1,0
27,pCOH2,36.494913572502
28,PCohF,46.3835306374002
29,PCohW,0
30,PCorrD,42.3573918120165
31,PCorrU,36.3927730921425
32,PDC,37.1060974048757
33,PH2D,37.1916269097117
34,PH2U,36.4987061010079
35,PMITD1,37.789461734519
36,PMITD2,37.5754126697988
37,PMITU,36.8960918143088
38,PTED,37.6979416839742
39,PTEU,37.1161206998299
40,Smvar,36.7505986074536
41,Tigress,48.9044739781824
