,Method_name,Median_across_patients
1,Af,0.74513386432225
2,AS,0.743382945173714
3,BCohF,0.946142889051276
4,BCohW,0
5,BCorrD,0.934833054396117
6,BCorrU,0.920957415654428
7,BH2D,0.754406006223997
8,BH2U,0.791216856705594
9,BMITD1,0.749734667527003
10,BMITD2,0.74841557746725
11,BMITU,0.735437524300624
12,BTED,0.760025078808165
13,BTEU,0.7723764523219
14,COH1,0.746260701236746
15,COH2,0.745509277668243
16,DC1,0.751222593242326
17,dDTF,0.746473099026072
18,DTF,0.751308290820613
19,ffDTF,0.75065883760477
20,Genie,0.951583609245928
21,GGC,0.723597726829728
22,GPDC,0.743002347105438
23,hmvar,0.746126107851242
24,MVAR,0.744565067650676
25,oPDCF,0.74013903978384
26,pCOH1,0
27,pCOH2,0.730156797970467
28,PCohF,0.92872720153318
29,PCohW,0
30,PCorrD,0.847185436116656
31,PCorrU,0.726980482289843
32,PDC,0.74009535082236
33,PH2D,0.744565067650677
34,PH2U,0.728890143253043
35,PMITD1,0.755392368546636
36,PMITD2,0.752429080717036
37,PMITU,0.735909669235754
38,PTED,0.752637443456402
39,PTEU,0.743540057400574
40,Smvar,0.735247864991934
41,Tigress,0.978787527809704
