,Method_name,Sum_of_avg_across_patients
1,Af,41.7914194350009
2,AS,41.7368492335612
3,BCohF,47.7582135664355
4,BCohW,0
5,BCorrD,47.5632797628698
6,BCorrU,46.8489713708999
7,BH2D,42.1791371782308
8,BH2U,42.8194565859174
9,BMITD1,42.0629574754502
10,BMITD2,42.0409690480511
11,BMITU,41.1248116852569
12,BTED,42.3121294561732
13,BTEU,42.5857328671385
14,COH1,41.3972224881082
15,COH2,41.3492621290794
16,DC1,41.9865376976589
17,dDTF,41.9346094432682
18,DTF,42.048595569536
19,ffDTF,41.9992455814329
20,Genie,48.0529556276087
21,GGC,41.2467044550642
22,GPDC,41.7938328005969
23,hmvar,41.9106401709919
24,MVAR,41.7777975528804
25,oPDCF,41.7692066227088
26,pCOH1,0
27,pCOH2,40.9217481435012
28,PCohF,47.1568383824401
29,PCohW,0
30,PCorrD,44.9357150872099
31,PCorrU,40.8615838552855
32,PDC,41.7758184429254
33,PH2D,41.826976145827
34,PH2U,40.9241836606047
35,PMITD1,42.1861570407114
36,PMITD2,42.0575676018793
37,PMITU,41.1622950885853
38,PTED,42.1309250103845
39,PTEU,41.781992419898
40,Smvar,41.0756391644721
41,Tigress,49.0594843869094
