,Method_name,Sum_of_avg_across_patients
1,Af,32.495
2,AS,32.14
3,BCohF,47.04
4,BCohW,0
5,BCorrD,41.955
6,BCorrU,47.2533333333333
7,BH2D,31.2
8,BH2U,40.08
9,BMITD1,32.46
10,BMITD2,32.39
11,BMITU,33.8266666666667
12,BTED,30.785
13,BTEU,32.425
14,COH1,44.3133333333333
15,COH2,40.6533333333333
16,DC1,33.265
17,dDTF,36.355
18,DTF,32.87
19,ffDTF,32.49
20,Genie,41.66
21,GGC,29.735
22,GPDC,32.985
23,hmvar,32.23
24,MVAR,31.54
25,oPDCF,32.335
26,pCOH1,42.0133333333333
27,pCOH2,42.0133333333333
28,PCohF,47.8533333333333
29,PCohW,0
30,PCorrD,42.78
31,PCorrU,40.9066666666667
32,PDC,32.315
33,PH2D,31.95
34,PH2U,37.4066666666667
35,PMITD1,32.27
36,PMITD2,32.32
37,PMITU,34.0533333333333
38,PTED,31.235
39,PTEU,32.47
40,Smvar,40.1
41,Tigress,48.46
