,Method_name,Sum_of_avg_across_patients
1,Af,36.7275
2,AS,36.37
3,BCohF,46.52
4,BCohW,0
5,BCorrD,41.8975
6,BCorrU,46.7866666666667
7,BH2D,35.9
8,BH2U,40.16
9,BMITD1,36.49
10,BMITD2,36.495
11,BMITU,34.5533333333333
12,BTED,35.7525
13,BTEU,36.6925
14,COH1,43.8766666666667
15,COH2,40.4066666666667
16,DC1,37.1525
17,dDTF,38.9975
18,DTF,36.835
19,ffDTF,36.745
20,Genie,41.77
21,GGC,35.1475
22,GPDC,36.9925
23,hmvar,36.455
24,MVAR,36.07
25,oPDCF,36.5075
26,pCOH1,41.9266666666667
27,pCOH2,41.9266666666667
28,PCohF,47.2866666666667
29,PCohW,0
30,PCorrD,42.57
31,PCorrU,40.9733333333333
32,PDC,36.6375
33,PH2D,36.335
34,PH2U,37.9033333333333
35,PMITD1,36.555
36,PMITD2,36.56
37,PMITU,35.0666666666667
38,PTED,36.0775
39,PTEU,36.655
40,Smvar,40.09
41,Tigress,48.05
