,Method_name,Median_across_patients
1,Af,0.64
2,AS,0.645
3,BCohF,0.96
4,BCohW,0
5,BCorrD,0.85
6,BCorrU,0.953333333333333
7,BH2D,0.625
8,BH2U,0.813333333333333
9,BMITD1,0.6475
10,BMITD2,0.6375
11,BMITU,0.666666666666667
12,BTED,0.6175
13,BTEU,0.6425
14,COH1,0.906666666666667
15,COH2,0.813333333333333
16,DC1,0.6775
17,dDTF,0.725
18,DTF,0.66
19,ffDTF,0.665
20,Genie,0.835
21,GGC,0.5975
22,GPDC,0.6575
23,hmvar,0.655
24,MVAR,0.635
25,oPDCF,0.6425
26,pCOH1,0.846666666666666
27,pCOH2,0.846666666666666
28,PCohF,0.973333333333333
29,PCohW,0
30,PCorrD,0.86
31,PCorrU,0.84
32,PDC,0.64
33,PH2D,0.6325
34,PH2U,0.733333333333333
35,PMITD1,0.64
36,PMITD2,0.6375
37,PMITU,0.673333333333334
38,PTED,0.605
39,PTEU,0.635
40,Smvar,0.8
41,Tigress,0.97
