,Method_name,Sum_of_avg_across_patients
1,Af,40.96
2,AS,40.6
3,BCohF,46
4,BCohW,0
5,BCorrD,41.84
6,BCorrU,46.32
7,BH2D,40.6
8,BH2U,40.24
9,BMITD1,40.52
10,BMITD2,40.6
11,BMITU,35.28
12,BTED,40.72
13,BTEU,40.96
14,COH1,43.44
15,COH2,40.16
16,DC1,41.04
17,dDTF,41.64
18,DTF,40.8
19,ffDTF,41
20,Genie,41.88
21,GGC,40.56
22,GPDC,41
23,hmvar,40.68
24,MVAR,40.6
25,oPDCF,40.68
26,pCOH1,41.84
27,pCOH2,41.84
28,PCohF,46.72
29,PCohW,0
30,PCorrD,42.36
31,PCorrU,41.04
32,PDC,40.96
33,PH2D,40.72
34,PH2U,38.4
35,PMITD1,40.84
36,PMITD2,40.8
37,PMITU,36.08
38,PTED,40.92
39,PTEU,40.84
40,Smvar,40.08
41,Tigress,47.64
