,Method_name,Sum_of_avg_across_patients
1,Af,26.9346271705822
2,AS,27.170582226762
3,BCohF,41.8939393939394
4,BCohW,0
5,BCorrD,39.5801838610827
6,BCorrU,40.97668997669
7,BH2D,29.0663942798774
8,BH2U,33.02331002331
9,BMITD1,28.9954034729316
10,BMITD2,29.108784473953
11,BMITU,29.1701631701632
12,BTED,28.1756894790603
13,BTEU,30.2134831460674
14,COH1,35.7907925407925
15,COH2,35.5244755244755
16,DC1,27.7180796731358
17,dDTF,29.8983656792646
18,DTF,27.4601634320735
19,ffDTF,27.4662921348315
20,Genie,40.0898876404494
21,GGC,24.6910112359551
22,GPDC,27.073544433095
23,hmvar,27.2053115423902
24,MVAR,26.9923391215526
25,oPDCF,27.0495403472932
26,pCOH1,31.8764568764569
27,pCOH2,31.8764568764569
28,PCohF,41.0862470862471
29,PCohW,0
30,PCorrD,36.9392236976507
31,PCorrU,29.0291375291375
32,PDC,27.0725229826353
33,PH2D,27.4560776302349
34,PH2U,28.5652680652681
35,PMITD1,30.453013278856
36,PMITD2,30.2568947906027
37,PMITU,30.7412587412587
38,PTED,28.2977528089888
39,PTEU,29.2456588355465
40,Smvar,30.4819347319347
41,Tigress,42.9811031664964
