,Method_name,Sum_of_avg_across_patients
1,Af,39.3073881511747
2,AS,39.3151746680286
3,BCohF,41.6741818181818
4,BCohW,0
5,BCorrD,43.2760551583248
6,BCorrU,41.189006993007
7,BH2D,39.9189182839632
8,BH2U,37.710993006993
9,BMITD1,39.9186210418795
10,BMITD2,39.9316353421859
11,BMITU,36.3170489510489
12,BTED,39.6657068437181
13,BTEU,40.3400449438202
14,COH1,38.9752377622378
15,COH2,38.9513426573427
16,DC1,39.5074239019408
17,dDTF,40.1895097037794
18,DTF,39.4230490296221
19,ffDTF,39.4318876404494
20,Genie,43.3169662921348
21,GGC,38.5573033707865
22,GPDC,39.3280633299285
23,hmvar,39.3535934627171
24,MVAR,39.2967017364658
25,oPDCF,39.3138621041879
26,pCOH1,37.5629370629371
27,pCOH2,37.5629370629371
28,PCohF,41.4038741258741
29,PCohW,0
30,PCorrD,42.3017671092952
31,PCorrU,36.3587412587413
32,PDC,39.3137568947906
33,PH2D,39.4218232890705
34,PH2U,36.0655804195804
35,PMITD1,40.3489039836568
36,PMITD2,40.3040684371808
37,PMITU,36.8303776223776
38,PTED,39.7163258426966
39,PTEU,40.0426976506639
40,Smvar,37.0535804195804
41,Tigress,44.3033309499489
