,Method_name,Sum_of_avg_across_patients
1,Af,38.0705
2,AS,38.5045
3,BCohF,45.72
4,BCohW,0
5,BCorrD,41.9785
6,BCorrU,44.992
7,BH2D,38.265
8,BH2U,39.036
9,BMITD1,37.897
10,BMITD2,37.821
11,BMITU,34.708
12,BTED,37.982
13,BTEU,38.607
14,COH1,41.648
15,COH2,38.392
16,DC1,38.3345
17,dDTF,39.7755
18,DTF,38.309
19,ffDTF,38.367
20,Genie,41.578
21,GGC,37.6265
22,GPDC,38.1175
23,hmvar,38.365
24,MVAR,38.3195
25,oPDCF,37.9365
26,pCOH1,39.656
27,pCOH2,39.656
28,PCohF,46.564
29,PCohW,0
30,PCorrD,42.554
31,PCorrU,38.46
32,PDC,37.978
33,PH2D,38.229
34,PH2U,37.918
35,PMITD1,38.036
36,PMITD2,37.907
37,PMITU,35.4
38,PTED,38.1915
39,PTEU,38.694
40,Smvar,39.65
41,Tigress,47.8785
