,Method_name,Sum_of_avg_across_patients
1,Af,40.76
2,AS,41.2
3,BCohF,45.44
4,BCohW,0
5,BCorrD,42.28
6,BCorrU,44.72
7,BH2D,40.8
8,BH2U,39.36
9,BMITD1,40.72
10,BMITD2,40.68
11,BMITU,35.28
12,BTED,40.88
13,BTEU,41.04
14,COH1,41.52
15,COH2,38.8
16,DC1,41.12
17,dDTF,41.76
18,DTF,41
19,ffDTF,41.04
20,Genie,41.8
21,GGC,40.64
22,GPDC,40.96
23,hmvar,41.08
24,MVAR,41
25,oPDCF,40.68
26,pCOH1,39.84
27,pCOH2,39.84
28,PCohF,46.4
29,PCohW,0
30,PCorrD,42.68
31,PCorrU,38.72
32,PDC,40.72
33,PH2D,40.92
34,PH2U,38.32
35,PMITD1,40.64
36,PMITD2,40.52
37,PMITU,35.92
38,PTED,41.04
39,PTEU,41.16
40,Smvar,39.76
41,Tigress,47.64
