,Method_name,Sum_of_avg_across_patients
1,Af,35.99
2,AS,36.085
3,BCohF,46.56
4,BCohW,0
5,BCorrD,41.735
6,BCorrU,45.1533333333333
7,BH2D,36.835
8,BH2U,38.3933333333333
9,BMITD1,36.1475
10,BMITD2,36.14
11,BMITU,33.7133333333333
12,BTED,36.03
13,BTEU,37.4025
14,COH1,41.4933333333333
15,COH2,38.5933333333333
16,DC1,35.9425
17,dDTF,38.0825
18,DTF,35.915
19,ffDTF,35.9325
20,Genie,41.4575
21,GGC,35.2275
22,GPDC,36.06
23,hmvar,35.8425
24,MVAR,35.8275
25,oPDCF,36.1525
26,pCOH1,40.82
27,pCOH2,40.82
28,PCohF,47.24
29,PCohW,0
30,PCorrD,42.215
31,PCorrU,38.04
32,PDC,36.2725
33,PH2D,36.69
34,PH2U,36.8933333333333
35,PMITD1,36.335
36,PMITD2,36.435
37,PMITU,34.24
38,PTED,35.8175
39,PTEU,37.1725
40,Smvar,39.0266666666667
41,Tigress,42.1525
