,Method_name,Median_across_patients
1,Af,0.6175
2,AS,0.62
3,BCohF,0.946666666666667
4,BCohW,0
5,BCorrD,0.8275
6,BCorrU,0.92
7,BH2D,0.6675
8,BH2U,0.76
9,BMITD1,0.64
10,BMITD2,0.65
11,BMITU,0.653333333333333
12,BTED,0.62
13,BTEU,0.6925
14,COH1,0.84
15,COH2,0.78
16,DC1,0.6225
17,dDTF,0.705
18,DTF,0.635
19,ffDTF,0.625
20,Genie,0.8275
21,GGC,0.615
22,GPDC,0.6425
23,hmvar,0.6225
24,MVAR,0.61
25,oPDCF,0.62
26,pCOH1,0.813333333333333
27,pCOH2,0.813333333333333
28,PCohF,0.973333333333333
29,PCohW,0
30,PCorrD,0.85
31,PCorrU,0.76
32,PDC,0.6425
33,PH2D,0.635
34,PH2U,0.693333333333333
35,PMITD1,0.645
36,PMITD2,0.6525
37,PMITU,0.653333333333333
38,PTED,0.625
39,PTEU,0.6875
40,Smvar,0.76
41,Tigress,0.795
