,Method_name,Median_across_patients
1,Af,0.72
2,AS,0.72
3,BCohF,0.933333333333334
4,BCohW,0
5,BCorrD,0.83375
6,BCorrU,0.913333333333334
7,BH2D,0.73625
8,BH2U,0.773333333333333
9,BMITD1,0.7225
10,BMITD2,0.725
11,BMITU,0.676666666666667
12,BTED,0.7125
13,BTEU,0.7575
14,COH1,0.84
15,COH2,0.773333333333333
16,DC1,0.71125
17,dDTF,0.76125
18,DTF,0.7175
19,ffDTF,0.7175
20,Genie,0.835
21,GGC,0.7075
22,GPDC,0.7275
23,hmvar,0.715
24,MVAR,0.7175
25,oPDCF,0.72125
26,pCOH1,0.806666666666666
27,pCOH2,0.806666666666666
28,PCohF,0.946666666666667
29,PCohW,0
30,PCorrD,0.84375
31,PCorrU,0.763333333333333
32,PDC,0.72125
33,PH2D,0.72375
34,PH2U,0.713333333333333
35,PMITD1,0.7225
36,PMITD2,0.72875
37,PMITU,0.69
38,PTED,0.7125
39,PTEU,0.7475
40,Smvar,0.77
41,Tigress,0.83875
