,Method_name,Sum_of_avg_across_patients
1,Af,31.38
2,AS,31.45
3,BCohF,46.96
4,BCohW,0
5,BCorrD,41.11
6,BCorrU,45.6666666666667
7,BH2D,33.07
8,BH2U,38.1466666666667
9,BMITD1,31.735
10,BMITD2,31.76
11,BMITU,32.9466666666667
12,BTED,31.26
13,BTEU,33.565
14,COH1,41.5466666666667
15,COH2,38.3866666666667
16,DC1,31.125
17,dDTF,34.805
18,DTF,31.19
19,ffDTF,31.305
20,Genie,41.195
21,GGC,30.215
22,GPDC,31.4
23,hmvar,31.165
24,MVAR,31.135
25,oPDCF,31.505
26,pCOH1,40.92
27,pCOH2,40.92
28,PCohF,47.52
29,PCohW,0
30,PCorrD,42.19
31,PCorrU,37.52
32,PDC,31.905
33,PH2D,32.62
34,PH2U,36.2666666666667
35,PMITD1,32.03
36,PMITD2,32.19
37,PMITU,32.8
38,PTED,30.875
39,PTEU,33.345
40,Smvar,38.6933333333333
41,Tigress,39.705
