,Method_name,Median_across_patients
1,BCohF,0.893333333333333
2,BCorrU,0.893333333333333
3,BF_BCmean,0.8
4,BF_BCmedian,0.78
5,BF_PF_BCmean,0.8225
6,BF_PF_BCmedian,0.78
7,BF_PFmean,0.84
8,BF_PFmedian,0.8175
9,PCohF,1
10,PF_BCmean,0.84
11,PF_BCmedian,0.82
12,T_BCmean,0.97
13,T_BCmedian,0.97
14,T_BF_BCmean,0.94
15,T_BF_BCmedian,0.895
16,T_BF_PF_BCmean,0.9325
17,T_BF_PF_BCmedian,0.9125
18,T_BF_PFmean,0.945
19,T_BF_PFmedian,0.9125
20,T_BFmean,0.9675
21,T_BFmedian,0.9625
22,T_PF_BCmean,0.95
23,T_PF_BCmedian,0.945
24,T_PFmean,0.9725
25,T_PFmedian,0.96
26,Tigress,0.9625
