,Method_name,Median_across_patients
1,BCohF,0.866666666666666
2,BCorrU,0.866666666666666
3,BF_BCmean,0.82
4,BF_BCmedian,0.81
5,BF_PF_BCmean,0.83125
6,BF_PF_BCmedian,0.81
7,BF_PFmean,0.84
8,BF_PFmedian,0.8275
9,PCohF,1
10,PF_BCmean,0.84
11,PF_BCmedian,0.83
12,T_BCmean,0.96375
13,T_BCmedian,0.9625
14,T_BF_BCmean,0.93875
15,T_BF_BCmedian,0.8875
16,T_BF_PF_BCmean,0.9275
17,T_BF_PF_BCmedian,0.8975
18,T_BF_PFmean,0.93875
19,T_BF_PFmedian,0.8975
20,T_BFmean,0.96
21,T_BFmedian,0.945
22,T_PF_BCmean,0.94
23,T_PF_BCmedian,0.9325
24,T_PFmean,0.96625
25,T_PFmedian,0.945
26,Tigress,0.96
