,Method_name,Sum_of_avg_across_patients
1,BCohF,44.2266666666667
2,BCorrU,43.88
3,BF_BCmean,41.0925
4,BF_BCmedian,40.5375
5,BF_PF_BCmean,41.7275
6,BF_PF_BCmedian,40.52
7,BF_PFmean,41.95
8,BF_PFmedian,41.175
9,PCohF,49.0133333333333
10,PF_BCmean,41.98
11,PF_BCmedian,41.3625
12,T_BCmean,47.5675
13,T_BCmedian,47.5025
14,T_BF_BCmean,46.7925
15,T_BF_BCmedian,44.315
16,T_BF_PF_BCmean,46.28
17,T_BF_PF_BCmedian,44.8325
18,T_BF_PFmean,46.8825
19,T_BF_PFmedian,44.77
20,T_BFmean,47.5275
21,T_BFmedian,47.205
22,T_PF_BCmean,47.11
23,T_PF_BCmedian,46.5175
24,T_PFmean,47.7975
25,T_PFmedian,47.4275
26,Tigress,47.46
