,Method_name,Sum_of_avg_across_patients
1,BCohF,44.8533333333333
2,BCorrU,44.72
3,BF_BCmean,40.185
4,BF_BCmedian,39.075
5,BF_PF_BCmean,41.495
6,BF_PF_BCmedian,39.08
7,BF_PFmean,41.98
8,BF_PFmedian,40.51
9,PCohF,49.3066666666667
10,PF_BCmean,42.08
11,PF_BCmedian,40.805
12,T_BCmean,47.655
13,T_BCmedian,47.525
14,T_BF_BCmean,46.665
15,T_BF_BCmedian,44.07
16,T_BF_PF_BCmean,46.44
17,T_BF_PF_BCmedian,44.985
18,T_BF_PFmean,47.125
19,T_BF_PFmedian,44.98
20,T_BFmean,47.655
21,T_BFmedian,47.37
22,T_PF_BCmean,47.26
23,T_PF_BCmedian,46.875
24,T_PFmean,48.075
25,T_PFmedian,47.775
26,Tigress,47.88
