,Method_name,Sum_of_avg_across_patients
1,BCohF,43.976
2,BCorrU,43.544
3,BF_BCmean,41.4555
4,BF_BCmedian,41.1225
5,BF_PF_BCmean,41.8205
6,BF_PF_BCmedian,41.096
7,BF_PFmean,41.938
8,BF_PFmedian,41.441
9,PCohF,48.896
10,PF_BCmean,41.94
11,PF_BCmedian,41.5855
12,T_BCmean,47.5325
13,T_BCmedian,47.4935
14,T_BF_BCmean,46.8435
15,T_BF_BCmedian,44.413
16,T_BF_PF_BCmean,46.216
17,T_BF_PF_BCmedian,44.7715
18,T_BF_PFmean,46.7855
19,T_BF_PFmedian,44.686
20,T_BFmean,47.4765
21,T_BFmedian,47.139
22,T_PF_BCmean,47.05
23,T_PF_BCmedian,46.3745
24,T_PFmean,47.6865
25,T_PFmedian,47.2885
26,Tigress,47.292
