,Method_name,Sum_of_avg_across_patients
1,BCohF,43.6
2,BCorrU,43.04
3,BF_BCmean,42
4,BF_BCmedian,42
5,BF_PF_BCmean,41.96
6,BF_PF_BCmedian,41.96
7,BF_PFmean,41.92
8,BF_PFmedian,41.84
9,PCohF,48.72
10,PF_BCmean,41.88
11,PF_BCmedian,41.92
12,T_BCmean,47.48
13,T_BCmedian,47.48
14,T_BF_BCmean,46.92
15,T_BF_BCmedian,44.56
16,T_BF_PF_BCmean,46.12
17,T_BF_PF_BCmedian,44.68
18,T_BF_PFmean,46.64
19,T_BF_PFmedian,44.56
20,T_BFmean,47.4
21,T_BFmedian,47.04
22,T_PF_BCmean,46.96
23,T_PF_BCmedian,46.16
24,T_PFmean,47.52
25,T_PFmedian,47.08
26,Tigress,47.04
